# 1: Detection or Track-id,2: Video or Image Identifier,3: Unique Frame Identifier,4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),8: Detection or Length Confidence,9: Target Length (0 or -1 if invalid),10-11+: Repeated Species,Confidence Pairs or Attributes
# metadata,"exported_by: ""dive:python""","exported_time: ""Fri Jan  6 15:15:38 2023"""
267093,20160626_SSLH2895_C.JPG,149,3046,1906,3145,2057,1.0,-1,Juv,1.0
267094,20160626_SSLH2895_C.JPG,149,3239,1928,3318,2032,1.0,-1,Juv,1.0
267095,20160626_SSLH2895_C.JPG,149,2910,1630,3052,1732,1.0,-1,Juv,1.0
267096,20160626_SSLH2895_C.JPG,149,2809,1695,2880,1804,1.0,-1,Juv,1.0
267097,20160626_SSLH2895_C.JPG,149,2808,1658,2887,1766,1.0,-1,Juv,1.0
267098,20160626_SSLH2895_C.JPG,149,2681,2151,2728,2199,1.0,-1,Pup,1.0
267099,20160626_SSLH2895_C.JPG,149,3023,2243,3055,2313,1.0,-1,Pup,1.0
267100,20160626_SSLH2899_C.JPG,150,2035,1587,2199,1821,1.0,-1,Bull,1.0
267101,20160626_SSLH2899_C.JPG,150,1442,1844,1615,2092,1.0,-1,Bull,1.0
267102,20160626_SSLH2899_C.JPG,150,1919,2795,2122,2965,1.0,-1,Bull,1.0
267103,20160626_SSLH2899_C.JPG,150,2109,3165,2384,3297,1.0,-1,Bull,1.0
267104,20160626_SSLH2899_C.JPG,150,3304,457,3551,608,1.0,-1,Bull,1.0
267105,20160626_SSLH2899_C.JPG,150,3599,2017,3724,2213,1.0,-1,Bull,1.0
267106,20160626_SSLH2899_C.JPG,150,3196,2384,3396,2494,1.0,-1,Bull,1.0
267107,20160626_SSLH2899_C.JPG,150,3527,2547,3610,2741,1.0,-1,Bull,1.0
267108,20160626_SSLH2899_C.JPG,150,3123,2742,3365,2864,1.0,-1,Bull,1.0
267109,20160626_SSLH2899_C.JPG,150,522,2312,666,2587,1.0,-1,Bull,1.0
267110,20160626_SSLH2899_C.JPG,150,812,1557,997,1828,1.0,-1,Bull,1.0
267111,20160626_SSLH2899_C.JPG,150,1674,929,1881,1044,1.0,-1,Fem,1.0
267112,20160626_SSLH2899_C.JPG,150,2135,1007,2183,1085,1.0,-1,Pup,1.0
267113,20160626_SSLH2899_C.JPG,150,1903,886,2061,1017,1.0,-1,Fem,1.0
267114,20160626_SSLH2899_C.JPG,150,2076,1217,2224,1391,1.0,-1,Fem,1.0
267115,20160626_SSLH2899_C.JPG,150,2000,1384,2196,1496,1.0,-1,Fem,1.0
267116,20160626_SSLH2899_C.JPG,150,1865,1421,1999,1586,1.0,-1,Fem,1.0
267117,20160626_SSLH2899_C.JPG,150,2156,1046,2360,1167,1.0,-1,Fem,1.0
267118,20160626_SSLH2899_C.JPG,150,2312,1517,2412,1706,1.0,-1,Fem,1.0
267119,20160626_SSLH2899_C.JPG,150,1772,819,1960,929,1.0,-1,Fem,1.0
267120,20160626_SSLH2899_C.JPG,150,1906,1823,2014,1998,1.0,-1,Fem,1.0
267121,20160626_SSLH2899_C.JPG,150,2378,1865,2498,2010,1.0,-1,Fem,1.0
267122,20160626_SSLH2899_C.JPG,150,2386,2351,2603,2446,1.0,-1,Fem,1.0
267123,20160626_SSLH2899_C.JPG,150,2347,2422,2475,2598,1.0,-1,Fem,1.0
267124,20160626_SSLH2899_C.JPG,150,2412,2510,2499,2689,1.0,-1,Fem,1.0
267125,20160626_SSLH2899_C.JPG,150,1658,2543,1761,2639,1.0,-1,Fem,1.0
267126,20160626_SSLH2899_C.JPG,150,1664,2615,1866,2698,1.0,-1,Fem,1.0
267127,20160626_SSLH2899_C.JPG,150,2084,2649,2249,2730,1.0,-1,Fem,1.0
267128,20160626_SSLH2899_C.JPG,150,2261,2661,2399,2842,1.0,-1,Fem,1.0
267129,20160626_SSLH2899_C.JPG,150,2378,2635,2583,2745,1.0,-1,Fem,1.0
267130,20160626_SSLH2899_C.JPG,150,2293,2741,2488,2859,1.0,-1,Fem,1.0
267131,20160626_SSLH2899_C.JPG,150,2449,2769,2629,2870,1.0,-1,Fem,1.0
267132,20160626_SSLH2899_C.JPG,150,2442,2773,2554,2976,1.0,-1,Fem,1.0
267133,20160626_SSLH2899_C.JPG,150,2393,2899,2525,3110,1.0,-1,Fem,1.0
267134,20160626_SSLH2899_C.JPG,150,2370,2857,2484,2994,1.0,-1,Fem,1.0
267135,20160626_SSLH2899_C.JPG,150,2308,2835,2402,2996,1.0,-1,Fem,1.0
267136,20160626_SSLH2899_C.JPG,150,1572,2977,1723,3136,1.0,-1,Fem,1.0
267137,20160626_SSLH2899_C.JPG,150,2486,743,2634,813,1.0,-1,Fem,1.0
267138,20160626_SSLH2899_C.JPG,150,2610,514,2702,698,1.0,-1,Fem,1.0
267139,20160626_SSLH2899_C.JPG,150,2718,1837,2891,1935,1.0,-1,Fem,1.0
267140,20160626_SSLH2899_C.JPG,150,2527,1916,2709,2068,1.0,-1,Fem,1.0
267141,20160626_SSLH2899_C.JPG,150,2821,1981,2954,2107,1.0,-1,Fem,1.0
267142,20160626_SSLH2899_C.JPG,150,3041,1978,3261,2080,1.0,-1,Fem,1.0
267143,20160626_SSLH2899_C.JPG,150,2926,2205,3109,2337,1.0,-1,Fem,1.0
267144,20160626_SSLH2899_C.JPG,150,3022,2476,3134,2609,1.0,-1,Fem,1.0
267145,20160626_SSLH2899_C.JPG,150,3178,2460,3374,2538,1.0,-1,Fem,1.0
267146,20160626_SSLH2899_C.JPG,150,3261,2511,3408,2633,1.0,-1,Fem,1.0
267147,20160626_SSLH2899_C.JPG,150,3126,2531,3277,2645,1.0,-1,Fem,1.0
267148,20160626_SSLH2899_C.JPG,150,3048,2555,3210,2618,1.0,-1,Fem,1.0
267149,20160626_SSLH2899_C.JPG,150,2671,1795,2747,1928,1.0,-1,Fem,1.0
267150,20160626_SSLH2899_C.JPG,150,3022,2597,3138,2724,1.0,-1,Fem,1.0
267151,20160626_SSLH2899_C.JPG,150,3074,2594,3259,2688,1.0,-1,Fem,1.0
267152,20160626_SSLH2899_C.JPG,150,2601,2864,2675,2990,1.0,-1,Fem,1.0
267153,20160626_SSLH2899_C.JPG,150,4039,213,4148,335,1.0,-1,Fem,1.0
267154,20160626_SSLH2899_C.JPG,150,4524,387,4607,488,1.0,-1,Fem,1.0
267155,20160626_SSLH2899_C.JPG,150,1918,928,2055,1061,1.0,-1,Juv,1.0
267156,20160626_SSLH2899_C.JPG,150,1976,1071,2079,1216,1.0,-1,Juv,1.0
267157,20160626_SSLH2899_C.JPG,150,2456,2433,2601,2493,1.0,-1,Juv,1.0
267158,20160626_SSLH2899_C.JPG,150,2451,2470,2609,2555,1.0,-1,Juv,1.0
267159,20160626_SSLH2899_C.JPG,150,2570,538,2666,715,1.0,-1,Juv,1.0
267160,20160626_SSLH2899_C.JPG,150,2694,669,2790,735,1.0,-1,Juv,1.0
267161,20160626_SSLH2899_C.JPG,150,2661,715,2779,785,1.0,-1,Juv,1.0
267162,20160626_SSLH2899_C.JPG,150,3065,2607,3226,2726,1.0,-1,Juv,1.0
267163,20160626_SSLH2899_C.JPG,150,2549,2756,2693,2865,1.0,-1,Juv,1.0
267164,20160626_SSLH2899_C.JPG,150,4129,2503,4222,2614,1.0,-1,Juv,1.0
267165,20160626_SSLH2899_C.JPG,150,1834,1075,1904,1122,1.0,-1,Pup,1.0
267166,20160626_SSLH2899_C.JPG,150,1996,1283,2047,1365,1.0,-1,Pup,1.0
267167,20160626_SSLH2899_C.JPG,150,2091,1273,2148,1333,1.0,-1,Pup,1.0
267168,20160626_SSLH2899_C.JPG,150,2018,1015,2195,1212,1.0,-1,Fem,1.0
267169,20160626_SSLH2899_C.JPG,150,2066,1462,2142,1499,1.0,-1,Pup,1.0
267170,20160626_SSLH2899_C.JPG,150,2258,1550,2333,1604,1.0,-1,Pup,1.0
267171,20160626_SSLH2899_C.JPG,150,1944,1821,2014,1871,1.0,-1,Pup,1.0
267172,20160626_SSLH2899_C.JPG,150,1888,2128,1956,2195,1.0,-1,Pup,1.0
267173,20160626_SSLH2899_C.JPG,150,1674,2496,1756,2544,1.0,-1,Pup,1.0
267174,20160626_SSLH2899_C.JPG,150,2383,2435,2439,2484,1.0,-1,Pup,1.0
267175,20160626_SSLH2899_C.JPG,150,2482,1916,2544,1992,1.0,-1,Pup,1.0
267176,20160626_SSLH2899_C.JPG,150,1403,2761,1487,2809,1.0,-1,Pup,1.0
267177,20160626_SSLH2899_C.JPG,150,1399,2920,1478,2959,1.0,-1,Pup,1.0
267178,20160626_SSLH2899_C.JPG,150,1342,3088,1425,3147,1.0,-1,Pup,1.0
267179,20160626_SSLH2899_C.JPG,150,1127,2984,1212,3041,1.0,-1,Pup,1.0
267180,20160626_SSLH2899_C.JPG,150,1492,2817,1561,2871,1.0,-1,Pup,1.0
267181,20160626_SSLH2899_C.JPG,150,1612,3005,1647,3068,1.0,-1,Pup,1.0
267182,20160626_SSLH2899_C.JPG,150,2174,2687,2238,2746,1.0,-1,Pup,1.0
267183,20160626_SSLH2899_C.JPG,150,2287,2891,2336,2961,1.0,-1,Pup,1.0
267184,20160626_SSLH2899_C.JPG,150,2457,2727,2540,2770,1.0,-1,Pup,1.0
267185,20160626_SSLH2899_C.JPG,150,2546,2951,2596,3027,1.0,-1,Pup,1.0
267186,20160626_SSLH2899_C.JPG,150,2537,2841,2574,2921,1.0,-1,Pup,1.0
267187,20160626_SSLH2899_C.JPG,150,1688,2683,1738,2744,1.0,-1,Pup,1.0
267188,20160626_SSLH2899_C.JPG,150,2625,1782,2671,1856,1.0,-1,Pup,1.0
267189,20160626_SSLH2899_C.JPG,150,2763,1752,2806,1818,1.0,-1,Pup,1.0
267190,20160626_SSLH2899_C.JPG,150,2637,1976,2709,2029,1.0,-1,Pup,1.0
267191,20160626_SSLH2899_C.JPG,150,2876,2048,2922,2114,1.0,-1,Pup,1.0
267192,20160626_SSLH2899_C.JPG,150,3174,2029,3237,2091,1.0,-1,Pup,1.0
267193,20160626_SSLH2899_C.JPG,150,2961,2288,3052,2333,1.0,-1,Pup,1.0
267194,20160626_SSLH2899_C.JPG,150,3201,2487,3248,2552,1.0,-1,Pup,1.0
267195,20160626_SSLH2899_C.JPG,150,4239,2492,4285,2543,1.0,-1,Pup,1.0
267196,20160626_SSLH2902_C.JPG,151,3977,766,4174,903,1.0,-1,Bull,1.0
267197,20160626_SSLH2902_C.JPG,151,3581,1457,3749,1574,1.0,-1,Bull,1.0
267198,20160626_SSLH2902_C.JPG,151,1979,1058,2233,1189,1.0,-1,Bull,1.0
267199,20160626_SSLH2902_C.JPG,151,2053,1373,2265,1599,1.0,-1,Bull,1.0
267200,20160626_SSLH2902_C.JPG,151,3211,620,3358,764,1.0,-1,Fem,1.0
267201,20160626_SSLH2902_C.JPG,151,3080,816,3248,937,1.0,-1,Fem,1.0
267202,20160626_SSLH2902_C.JPG,151,3102,977,3237,1130,1.0,-1,Fem,1.0
267203,20160626_SSLH2902_C.JPG,151,3404,886,3520,1089,1.0,-1,Fem,1.0
267204,20160626_SSLH2902_C.JPG,151,3629,1075,3733,1262,1.0,-1,Fem,1.0
267205,20160626_SSLH2902_C.JPG,151,3726,1001,3898,1130,1.0,-1,Fem,1.0
267206,20160626_SSLH2902_C.JPG,151,3825,1175,4004,1270,1.0,-1,Fem,1.0
267207,20160626_SSLH2902_C.JPG,151,3869,876,4002,1061,1.0,-1,Fem,1.0
267208,20160626_SSLH2902_C.JPG,151,3618,669,3712,826,1.0,-1,Fem,1.0
267209,20160626_SSLH2902_C.JPG,151,3696,529,3809,660,1.0,-1,Fem,1.0
267210,20160626_SSLH2902_C.JPG,151,3934,386,4067,476,1.0,-1,Fem,1.0
267211,20160626_SSLH2902_C.JPG,151,4065,314,4156,470,1.0,-1,Fem,1.0
267212,20160626_SSLH2902_C.JPG,151,4318,458,4392,596,1.0,-1,Fem,1.0
267213,20160626_SSLH2902_C.JPG,151,3102,1690,3215,1828,1.0,-1,Fem,1.0
267214,20160626_SSLH2902_C.JPG,151,3230,568,3337,632,1.0,-1,Juv,1.0
267215,20160626_SSLH2902_C.JPG,151,3724,531,3793,623,1.0,-1,Juv,1.0
267216,20160626_SSLH2902_C.JPG,151,3698,651,3753,773,1.0,-1,Juv,1.0
267217,20160626_SSLH2902_C.JPG,151,3992,293,4057,423,1.0,-1,Juv,1.0
267218,20160626_SSLH2902_C.JPG,151,3159,974,3260,1061,1.0,-1,Juv,1.0
267219,20160626_SSLH2902_C.JPG,151,3142,1072,3232,1216,1.0,-1,Juv,1.0
267220,20160626_SSLH2902_C.JPG,151,3627,1036,3693,1156,1.0,-1,Juv,1.0
267221,20160626_SSLH2902_C.JPG,151,3821,1578,3882,1704,1.0,-1,Juv,1.0
267222,20160626_SSLH2902_C.JPG,151,4174,465,4218,545,1.0,-1,Pup,1.0
267223,20160626_SSLH2902_C.JPG,151,4139,535,4191,599,1.0,-1,Pup,1.0
267224,20160626_SSLH2902_C.JPG,151,3770,982,3814,1038,1.0,-1,Pup,1.0
267225,20160626_SSLH2902_C.JPG,151,3642,740,3683,819,1.0,-1,Pup,1.0
267226,20160626_SSLH2902_C.JPG,151,3382,942,3439,1004,1.0,-1,Pup,1.0
267227,20160626_SSLH2902_C.JPG,151,3345,694,3401,774,1.0,-1,Pup,1.0
267228,20160626_SSLH2902_C.JPG,151,3618,1251,3684,1318,1.0,-1,Pup,1.0
267229,20160626_SSLH2969_C.JPG,152,942,1636,1221,1905,1.0,-1,Bull,1.0
267230,20160626_SSLH2969_C.JPG,152,2208,2249,2480,2529,1.0,-1,Bull,1.0
267231,20160626_SSLH2969_C.JPG,152,3301,1145,3525,1489,1.0,-1,Bull,1.0
267232,20160626_SSLH2969_C.JPG,152,1231,1450,1437,1615,1.0,-1,Fem,1.0
267233,20160626_SSLH2969_C.JPG,152,3570,1268,3740,1542,1.0,-1,Fem,1.0
267234,20160626_SSLH2969_C.JPG,152,3485,1472,3668,1721,1.0,-1,Fem,1.0
267235,20160626_SSLH2969_C.JPG,152,3760,1376,3922,1579,1.0,-1,Fem,1.0
267236,20160626_SSLH2969_C.JPG,152,3831,1518,3997,1684,1.0,-1,Fem,1.0
267237,20160626_SSLH2969_C.JPG,152,3136,469,3284,689,1.0,-1,Fem,1.0
267238,20160626_SSLH2969_C.JPG,152,1249,1448,1297,1519,1.0,-1,Pup,1.0
267239,20160626_SSLH2969_C.JPG,152,3446,1590,3545,1652,1.0,-1,Pup,1.0
267240,20160626_SSLH2969_C.JPG,152,3672,1314,3746,1445,1.0,-1,Pup,1.0
267241,20160626_SSLH2969_C.JPG,152,3795,1384,3888,1463,1.0,-1,Pup,1.0
267242,20160626_SSLH2969_C.JPG,152,3897,1594,3952,1689,1.0,-1,Pup,1.0
267243,20160626_SSLH2978_C.JPG,153,1566,931,1837,1242,1.0,-1,Bull,1.0
267244,20160626_SSLH2978_C.JPG,153,2887,1662,3074,2024,1.0,-1,Bull,1.0
267245,20160626_SSLH2978_C.JPG,153,3363,1566,3539,1936,1.0,-1,Bull,1.0
267246,20160626_SSLH2978_C.JPG,153,3198,1136,3466,1300,1.0,-1,Bull,1.0
267247,20160626_SSLH2978_C.JPG,153,3858,2052,3934,2127,1.0,-1,Pup,1.0
267248,20160626_SSLH2978_C.JPG,153,3808,2092,3884,2167,1.0,-1,Pup,1.0
267249,20160626_SSLH2982_C.JPG,154,264,756,475,890,1.0,-1,Bull,1.0
267250,20160626_SSLH2982_C.JPG,154,1074,2293,1267,2513,1.0,-1,Bull,1.0
267251,20160626_SSLH2982_C.JPG,154,2714,857,2858,1201,1.0,-1,Bull,1.0
267252,20160626_SSLH2982_C.JPG,154,3167,485,3483,778,1.0,-1,Bull,1.0
267253,20160626_SSLH2982_C.JPG,154,1438,2338,1636,2535,1.0,-1,Fem,1.0
267254,20160626_SSLH2982_C.JPG,154,1135,1799,1257,2002,1.0,-1,Fem,1.0
267255,20160626_SSLH2982_C.JPG,154,1017,774,1159,959,1.0,-1,Fem,1.0
267256,20160626_SSLH2982_C.JPG,154,1177,859,1330,977,1.0,-1,Fem,1.0
267257,20160626_SSLH2982_C.JPG,154,1193,983,1287,1217,1.0,-1,Fem,1.0
267258,20160626_SSLH2982_C.JPG,154,1289,972,1447,1188,1.0,-1,Fem,1.0
267259,20160626_SSLH2982_C.JPG,154,1353,908,1578,1072,1.0,-1,Fem,1.0
267260,20160626_SSLH2982_C.JPG,154,1258,1115,1476,1232,1.0,-1,Fem,1.0
267261,20160626_SSLH2982_C.JPG,154,1311,1272,1538,1367,1.0,-1,Fem,1.0
267262,20160626_SSLH2982_C.JPG,154,1562,1107,1713,1375,1.0,-1,Fem,1.0
267263,20160626_SSLH2982_C.JPG,154,1663,1140,1844,1234,1.0,-1,Fem,1.0
267264,20160626_SSLH2982_C.JPG,154,1178,650,1413,750,1.0,-1,Fem,1.0
267265,20160626_SSLH2982_C.JPG,154,1145,525,1376,663,1.0,-1,Fem,1.0
267266,20160626_SSLH2982_C.JPG,154,3680,225,3960,422,1.0,-1,Fem,1.0
267267,20160626_SSLH2982_C.JPG,154,1264,1868,1337,1960,1.0,-1,Pup,1.0
267268,20160626_SSLH2982_C.JPG,154,1497,2334,1577,2449,1.0,-1,Pup,1.0
267269,20160626_SSLH2982_C.JPG,154,1580,1442,1638,1524,1.0,-1,Pup,1.0
267270,20160626_SSLH2982_C.JPG,154,1612,1405,1674,1504,1.0,-1,Pup,1.0
267271,20160626_SSLH2982_C.JPG,154,1378,1212,1456,1294,1.0,-1,Pup,1.0
267272,20160626_SSLH2982_C.JPG,154,1570,1136,1622,1251,1.0,-1,Pup,1.0
267273,20160626_SSLH2982_C.JPG,154,1552,1095,1641,1140,1.0,-1,Pup,1.0
267274,20160626_SSLH2982_C.JPG,154,1683,1111,1767,1167,1.0,-1,Pup,1.0
267275,20160626_SSLH2982_C.JPG,154,1269,1044,1317,1116,1.0,-1,Pup,1.0
267276,20160626_SSLH2982_C.JPG,154,1411,877,1477,948,1.0,-1,Pup,1.0
267277,20160626_SSLH2982_C.JPG,154,1365,847,1445,916,1.0,-1,Pup,1.0
267278,20160626_SSLH2982_C.JPG,154,1455,798,1518,906,1.0,-1,Pup,1.0
267279,20160626_SSLH2982_C.JPG,154,1301,848,1346,936,1.0,-1,Pup,1.0
267280,20160626_SSLH2982_C.JPG,154,1268,528,1335,599,1.0,-1,Pup,1.0
267281,20160626_SSLH2982_C.JPG,154,1216,728,1287,796,1.0,-1,Pup,1.0
267282,20160626_SSLH2982_C.JPG,154,3897,346,4030,432,1.0,-1,Pup,1.0
267283,20160626_SSLH2986_C.JPG,155,1151,520,1421,684,1.0,-1,Bull,1.0
267284,20160626_SSLH2986_C.JPG,155,1301,2090,1505,2251,1.0,-1,Bull,1.0
267285,20160626_SSLH2986_C.JPG,155,3023,1258,3378,1423,1.0,-1,Bull,1.0
267286,20160626_SSLH2986_C.JPG,155,1015,237,1224,316,1.0,-1,Fem,1.0
267287,20160626_SSLH2986_C.JPG,155,1041,288,1202,365,1.0,-1,Fem,1.0
267288,20160626_SSLH2986_C.JPG,155,1024,348,1281,441,1.0,-1,Fem,1.0
267289,20160626_SSLH2986_C.JPG,155,1223,107,1350,320,1.0,-1,Fem,1.0
267290,20160626_SSLH2986_C.JPG,155,1425,160,1593,353,1.0,-1,Fem,1.0
267291,20160626_SSLH2986_C.JPG,155,1474,508,1626,773,1.0,-1,Fem,1.0
267292,20160626_SSLH2986_C.JPG,155,1626,533,1774,751,1.0,-1,Fem,1.0
267293,20160626_SSLH2986_C.JPG,155,1133,452,1327,598,1.0,-1,Fem,1.0
267294,20160626_SSLH2986_C.JPG,155,1139,662,1357,781,1.0,-1,Fem,1.0
267295,20160626_SSLH2986_C.JPG,155,1105,813,1270,982,1.0,-1,Fem,1.0
267296,20160626_SSLH2986_C.JPG,155,1269,898,1501,1021,1.0,-1,Fem,1.0
267297,20160626_SSLH2986_C.JPG,155,1289,1005,1471,1095,1.0,-1,Fem,1.0
267298,20160626_SSLH2986_C.JPG,155,1447,1132,1595,1411,1.0,-1,Fem,1.0
267299,20160626_SSLH2986_C.JPG,155,1581,1254,1684,1497,1.0,-1,Fem,1.0
267300,20160626_SSLH2986_C.JPG,155,1345,1333,1528,1436,1.0,-1,Fem,1.0
267301,20160626_SSLH2986_C.JPG,155,1351,1110,1430,1263,1.0,-1,Fem,1.0
267302,20160626_SSLH2986_C.JPG,155,1439,1603,1589,1768,1.0,-1,Fem,1.0
267303,20160626_SSLH2986_C.JPG,155,1385,1749,1529,1900,1.0,-1,Fem,1.0
267304,20160626_SSLH2986_C.JPG,155,1445,1879,1589,2068,1.0,-1,Fem,1.0
267305,20160626_SSLH2986_C.JPG,155,1727,1603,1895,1753,1.0,-1,Fem,1.0
267306,20160626_SSLH2986_C.JPG,155,1810,1605,1964,1770,1.0,-1,Fem,1.0
267307,20160626_SSLH2986_C.JPG,155,1651,2301,1796,2462,1.0,-1,Fem,1.0
267308,20160626_SSLH2986_C.JPG,155,1537,2365,1634,2619,1.0,-1,Fem,1.0
267309,20160626_SSLH2986_C.JPG,155,1448,2560,1563,2757,1.0,-1,Fem,1.0
267310,20160626_SSLH2986_C.JPG,155,1494,2645,1624,2760,1.0,-1,Juv,1.0
267311,20160626_SSLH2986_C.JPG,155,1128,413,1288,491,1.0,-1,Juv,1.0
267312,20160626_SSLH2986_C.JPG,155,1142,434,1340,521,1.0,-1,Juv,1.0
267313,20160626_SSLH2986_C.JPG,155,1408,296,1477,482,1.0,-1,Fem,1.0
267314,20160626_SSLH2986_C.JPG,155,1376,67,1488,213,1.0,-1,Juv,1.0
267315,20160626_SSLH2986_C.JPG,155,1328,1079,1439,1191,1.0,-1,Juv,1.0
267316,20160626_SSLH2986_C.JPG,155,1569,1884,1684,2026,1.0,-1,Fem,1.0
267318,20160626_SSLH2986_C.JPG,155,1362,756,1448,859,1.0,-1,Juv,1.0
267319,20160626_SSLH2986_C.JPG,155,1188,297,1277,353,1.0,-1,Pup,1.0
267320,20160626_SSLH2986_C.JPG,155,1193,327,1253,387,1.0,-1,Pup,1.0
267321,20160626_SSLH2986_C.JPG,155,1318,211,1410,259,1.0,-1,Pup,1.0
267322,20160626_SSLH2986_C.JPG,155,1362,234,1409,329,1.0,-1,Pup,1.0
267323,20160626_SSLH2986_C.JPG,155,1457,97,1538,163,1.0,-1,Pup,1.0
267324,20160626_SSLH2986_C.JPG,155,1525,157,1608,244,1.0,-1,Pup,1.0
267325,20160626_SSLH2986_C.JPG,155,1602,297,1667,381,1.0,-1,Pup,1.0
267326,20160626_SSLH2986_C.JPG,155,1516,405,1600,468,1.0,-1,Pup,1.0
267327,20160626_SSLH2986_C.JPG,155,1384,671,1479,745,1.0,-1,Pup,1.0
267328,20160626_SSLH2986_C.JPG,155,1436,827,1523,911,1.0,-1,Pup,1.0
267329,20160626_SSLH2986_C.JPG,155,1627,759,1717,821,1.0,-1,Pup,1.0
267330,20160626_SSLH2986_C.JPG,155,1366,880,1457,952,1.0,-1,Pup,1.0
267331,20160626_SSLH2986_C.JPG,155,1482,1035,1578,1114,1.0,-1,Pup,1.0
267332,20160626_SSLH2986_C.JPG,155,1286,1168,1372,1222,1.0,-1,Pup,1.0
267333,20160626_SSLH2986_C.JPG,155,1694,1361,1785,1423,1.0,-1,Pup,1.0
267334,20160626_SSLH2986_C.JPG,155,1798,1289,1890,1358,1.0,-1,Pup,1.0
267335,20160626_SSLH2986_C.JPG,155,1736,1206,1809,1302,1.0,-1,Pup,1.0
267336,20160626_SSLH2986_C.JPG,155,1343,1406,1421,1485,1.0,-1,Pup,1.0
267337,20160626_SSLH2986_C.JPG,155,1452,1743,1553,1786,1.0,-1,Pup,1.0
267338,20160626_SSLH2986_C.JPG,155,1419,1850,1491,1916,1.0,-1,Pup,1.0
267339,20160626_SSLH2986_C.JPG,155,1473,1873,1584,1931,1.0,-1,Pup,1.0
267340,20160626_SSLH2986_C.JPG,155,1678,2187,1769,2253,1.0,-1,Pup,1.0
267341,20160626_SSLH2986_C.JPG,155,1588,2252,1691,2303,1.0,-1,Pup,1.0
267342,20160626_SSLH2986_C.JPG,155,1591,2384,1659,2454,1.0,-1,Pup,1.0
267343,20160626_SSLH2986_C.JPG,155,1701,2397,1778,2485,1.0,-1,Pup,1.0
267344,20160626_SSLH2986_C.JPG,155,4359,2531,4423,2626,1.0,-1,Pup,1.0
267345,20160626_SSLH2986_C.JPG,155,4313,2667,4367,2803,1.0,-1,Pup,1.0
267346,20160626_SSLH2986_C.JPG,155,2101,1034,2153,1120,1.0,-1,Dead Pup,1.0
267347,20160626_SSLH2992_C.JPG,156,1924,194,2162,424,1.0,-1,Bull,1.0
267348,20160626_SSLH2992_C.JPG,156,1528,659,1646,770,1.0,-1,Fem,1.0
267349,20160626_SSLH2992_C.JPG,156,1815,652,1968,838,1.0,-1,Fem,1.0
267350,20160626_SSLH2992_C.JPG,156,1853,545,2038,652,1.0,-1,Fem,1.0
267351,20160626_SSLH2992_C.JPG,156,1952,484,2131,583,1.0,-1,Fem,1.0
267352,20160626_SSLH2992_C.JPG,156,2036,420,2245,508,1.0,-1,Fem,1.0
267353,20160626_SSLH2992_C.JPG,156,2213,377,2389,565,1.0,-1,Fem,1.0
267354,20160626_SSLH2992_C.JPG,156,2287,528,2469,622,1.0,-1,Fem,1.0
267355,20160626_SSLH2992_C.JPG,156,2206,549,2356,711,1.0,-1,Fem,1.0
267356,20160626_SSLH2992_C.JPG,156,2017,537,2231,630,1.0,-1,Fem,1.0
267357,20160626_SSLH2992_C.JPG,156,1958,634,2191,771,1.0,-1,Fem,1.0
267358,20160626_SSLH2992_C.JPG,156,2069,684,2244,841,1.0,-1,Fem,1.0
267359,20160626_SSLH2992_C.JPG,156,1982,686,2170,833,1.0,-1,Fem,1.0
267360,20160626_SSLH2992_C.JPG,156,2234,643,2438,829,1.0,-1,Fem,1.0
267361,20160626_SSLH2992_C.JPG,156,2234,762,2413,928,1.0,-1,Fem,1.0
267362,20160626_SSLH2992_C.JPG,156,1949,864,2127,1014,1.0,-1,Fem,1.0
267363,20160626_SSLH2992_C.JPG,156,1912,1063,2117,1174,1.0,-1,Fem,1.0
267364,20160626_SSLH2992_C.JPG,156,1840,1039,1986,1208,1.0,-1,Fem,1.0
267365,20160626_SSLH2992_C.JPG,156,2079,1126,2241,1301,1.0,-1,Fem,1.0
267366,20160626_SSLH2992_C.JPG,156,1895,1222,2082,1332,1.0,-1,Fem,1.0
267367,20160626_SSLH2992_C.JPG,156,1990,1359,2088,1572,1.0,-1,Fem,1.0
267368,20160626_SSLH2992_C.JPG,156,2171,1496,2417,1613,1.0,-1,Fem,1.0
267369,20160626_SSLH2992_C.JPG,156,1974,1554,2108,1756,1.0,-1,Fem,1.0
267370,20160626_SSLH2992_C.JPG,156,1828,1759,1987,1911,1.0,-1,Fem,1.0
267371,20160626_SSLH2992_C.JPG,156,2114,1639,2210,1827,1.0,-1,Fem,1.0
267372,20160626_SSLH2992_C.JPG,156,1727,2062,1897,2194,1.0,-1,Fem,1.0
267373,20160626_SSLH2992_C.JPG,156,1699,2202,1853,2357,1.0,-1,Fem,1.0
267374,20160626_SSLH2992_C.JPG,156,1919,2213,2096,2406,1.0,-1,Fem,1.0
267375,20160626_SSLH2992_C.JPG,156,2129,2182,2315,2387,1.0,-1,Fem,1.0
267376,20160626_SSLH2992_C.JPG,156,2065,2367,2253,2649,1.0,-1,Fem,1.0
267377,20160626_SSLH2992_C.JPG,156,1748,2368,1926,2446,1.0,-1,Fem,1.0
267378,20160626_SSLH2992_C.JPG,156,1663,2429,1865,2543,1.0,-1,Fem,1.0
267379,20160626_SSLH2992_C.JPG,156,1718,2606,1946,2728,1.0,-1,Fem,1.0
